Rv#,Product,Gene ,Sub-classification,MT,MT#,#TA,TotalTA/Group
519,conserved hypothetical protein,,Conserved Hypotheticals,MT0541,541,9
523,conserved hypothetical protein,,Conserved Hypotheticals,MT0545,545,9
525,conserved hypothetical protein,,Conserved Hypotheticals,MT0547,547,10
526,conserved hypothetical protein,,Conserved Hypotheticals,MT0548,548,7
530,conserved hypothetical protein,,Conserved Hypotheticals,MT0552,552,17
540,conserved hypothetical protein,,Conserved Hypotheticals,MT0565,565,11
543,conserved hypothetical protein,,Conserved Hypotheticals,MT0568,568,8
546,conserved hypothetical protein,,Conserved Hypotheticals,MT0571,571,8
549,conserved hypothetical protein,,Conserved Hypotheticals,MT0574,574,4
557,conserved hypothetical protein,,Conserved Hypotheticals,MT0583,583,16
566,conserved hypothetical protein,,Conserved Hypotheticals,MT0592,592,5
569,conserved hypothetical protein,,Conserved Hypotheticals,MT0595,595,5
571,conserved hypothetical protein,,Conserved Hypotheticals,MT0597,597,13
573,conserved hypothetical protein,,Conserved Hypotheticals,MT0601,601,16
574,conserved hypothetical protein,,Conserved Hypotheticals,MT0602,602,20
577,conserved hypothetical protein,,Conserved Hypotheticals,MT0606,606,13
579,conserved hypothetical protein,,Conserved Hypotheticals,MT0608.1,608.1,13
581,conserved hypothetical protein,,Conserved Hypotheticals,,,13
595,conserved hypothetical protein,,Conserved Hypotheticals,MT0625,625,8
596,conserved hypothetical protein,,Conserved Hypotheticals,MT0626,626,5
597,conserved hypothetical protein,,Conserved Hypotheticals,MT0627,627,13
598,conserved hypothetical protein,,Conserved Hypotheticals,MT0628,628,7
599,conserved hypothetical protein,,Conserved Hypotheticals,MT0629,629,8
608,conserved hypothetical protein,,Conserved Hypotheticals,MT0637,637,2
609,conserved hypothetical protein,,Conserved Hypotheticals,MT0638,638,7
614,conserved hypothetical protein,,Conserved Hypotheticals,MT0644,644,14
617,conserved hypothetical protein,,Conserved Hypotheticals,MT0646,646,3
623,conserved hypothetical protein,,Conserved Hypotheticals,MT0651,651,3
624,conserved hypothetical protein,,Conserved Hypotheticals,MT0652,652,6
626,conserved hypothetical protein,,Conserved Hypotheticals,MT0654,654,4
627,conserved hypothetical protein,,Conserved Hypotheticals,MT0655,655,2
628,conserved hypothetical protein,,Conserved Hypotheticals,MT0656,656,4
635,conserved hypothetical protein,,Conserved Hypotheticals,MT0664,664,14
637,conserved hypothetical protein,,Conserved Hypotheticals,MT0666,666,7
647,conserved hypothetical protein,,Conserved Hypotheticals,MT0675,675,14
648,conserved hypothetical protein,,Conserved Hypotheticals,MT0676,676,48
657,conserved hypothetical protein,,Conserved Hypotheticals,MT0686,686,1
659,conserved hypothetical protein,,Conserved Hypotheticals,MT0688,688,4
660,conserved hypothetical protein,,Conserved Hypotheticals,MT0689,689,2
661,conserved hypothetical protein,,Conserved Hypotheticals,MT0690,690,5
665,conserved hypothetical protein,,Conserved Hypotheticals,MT0693,693,5
669,conserved hypothetical protein,,Conserved Hypotheticals,MT0698,698,37
695,conserved hypothetical protein,,Conserved Hypotheticals,MT0722,722,12
698,conserved hypothetical protein,,Conserved Hypotheticals,MT0725,725,1
712,conserved hypothetical protein,,Conserved Hypotheticals,MT0739,739,19
725,conserved hypothetical protein,,Conserved Hypotheticals,MT0750,750,15
726,conserved hypothetical protein,,Conserved Hypotheticals,MT0751,751,16
730,conserved hypothetical protein,,Conserved Hypotheticals,MT0755,755,3
731,conserved hypothetical protein,,Conserved Hypotheticals,MT0756,756,10
739,conserved hypothetical protein,,Conserved Hypotheticals,MT0764,764,18
740,conserved hypothetical protein,,Conserved Hypotheticals,MT0765,765,4
745,conserved hypothetical protein,,Conserved Hypotheticals,MT0772,772,7
748,conserved hypothetical protein,,Conserved Hypotheticals,MT0772.6,772.6,2
749,conserved hypothetical protein,,Conserved Hypotheticals,MT0773,773,4
750,conserved hypothetical protein,,Conserved Hypotheticals,MT0774,774,8
759,conserved hypothetical protein,,Conserved Hypotheticals,MT0784,784,3
760,conserved hypothetical protein,,Conserved Hypotheticals,MT0785,785,6
774,conserved hypothetical protein,,Conserved Hypotheticals,MT0798,798,10
775,conserved hypothetical protein,,Conserved Hypotheticals,MT0799,799,9
776,conserved hypothetical protein,,Conserved Hypotheticals,MT0800,800,16
779,conserved hypothetical protein,,Conserved Hypotheticals,MT0803,803,10
784,conserved hypothetical protein,,Conserved Hypotheticals,MT0808,808,12
786,conserved hypothetical protein,,Conserved Hypotheticals,MT0810,810,14
799,conserved hypothetical protein,,Conserved Hypotheticals,MT0820,820,10
804,conserved hypothetical protein,,Conserved Hypotheticals,MT0824,824,7
805,conserved hypothetical protein,,Conserved Hypotheticals,MT0825,825,18
807,conserved hypothetical protein,,Conserved Hypotheticals,MT0828,828,2
811,conserved hypothetical protein,,Conserved Hypotheticals,MT0832,832,17
813,conserved hypothetical protein,,Conserved Hypotheticals,MT0834,834,13
819,conserved hypothetical protein,,Conserved Hypotheticals,MT0841,841,14
822,conserved hypothetical protein,,Conserved Hypotheticals,MT0844,844,29
825,conserved hypothetical protein,,Conserved Hypotheticals,MT0847,847,13
826,conserved hypothetical protein,,Conserved Hypotheticals,MT0848,848,22
830,conserved hypothetical protein,,Conserved Hypotheticals,MT0851,851,20
831,conserved hypothetical protein,,Conserved Hypotheticals,MT0852,852,20
839,conserved hypothetical protein,,Conserved Hypotheticals,MT0861,861,14
854,conserved hypothetical protein,,Conserved Hypotheticals,MT0877,877,6
856,conserved hypothetical protein,,Conserved Hypotheticals,MT0879,879,5
857,conserved hypothetical protein,,Conserved Hypotheticals,MT0880,880,8
862,conserved hypothetical protein,,Conserved Hypotheticals,MT0885,885,29
863,conserved hypothetical protein,,Conserved Hypotheticals,MT0886,886,6
874,conserved hypothetical protein,,Conserved Hypotheticals,MT0897,897,11
877,conserved hypothetical protein,,Conserved Hypotheticals,MT0900,900,15
880,conserved hypothetical protein,,Conserved Hypotheticals,MT0903,903,5
883,conserved hypothetical protein,,Conserved Hypotheticals,MT0906,906,6
893,conserved hypothetical protein,,Conserved Hypotheticals,MT0917,917,24
895,conserved hypothetical protein,,Conserved Hypotheticals,MT0919,919,29
901,conserved hypothetical protein,,Conserved Hypotheticals,MT0924,924,9
910,conserved hypothetical protein,,Conserved Hypotheticals,MT0934,934,7
911,conserved hypothetical protein,,Conserved Hypotheticals,MT0934.1,934.1,15
912,conserved hypothetical protein,,Conserved Hypotheticals,MT0936,936,4
918,conserved hypothetical protein,,Conserved Hypotheticals,MT0944,944,8
919,conserved hypothetical protein,,Conserved Hypotheticals,MT0945,945,10
926,conserved hypothetical protein,,Conserved Hypotheticals,MT0953,953,21
937,conserved hypothetical protein,,Conserved Hypotheticals,MT0964,964,12
938,conserved hypothetical protein,,Conserved Hypotheticals,MT0965,965,43
950,conserved hypothetical protein,,Conserved Hypotheticals,MT0977,977,21
960,conserved hypothetical protein,,Conserved Hypotheticals,MT0988,988,6
963,conserved hypothetical protein,,Conserved Hypotheticals,MT0992,992,10
965,conserved hypothetical protein,,Conserved Hypotheticals,MT0993,993,7
966,conserved hypothetical protein,,Conserved Hypotheticals,MT0994,994,11
967,conserved hypothetical protein,,Conserved Hypotheticals,MT0995,995,1
968,conserved hypothetical protein,,Conserved Hypotheticals,MT0996,996,7
988,conserved hypothetical protein,,Conserved Hypotheticals,MT1017,1017,41
992,conserved hypothetical protein,,Conserved Hypotheticals,MT1021,1021,6
1003,conserved hypothetical protein,,Conserved Hypotheticals,MT1032,1032,8
1008,conserved hypothetical protein,,Conserved Hypotheticals,MT1037,1037,11
1009,conserved hypothetical protein,,Conserved Hypotheticals,MT1038,1038,12
1011,conserved hypothetical protein,,Conserved Hypotheticals,MT1040,1040,13
1021,conserved hypothetical protein,,Conserved Hypotheticals,MT1049,1049,12
1037,conserved hypothetical protein,,Conserved Hypotheticals,MT1066,1066,4
1038,conserved hypothetical protein,,Conserved Hypotheticals,MT1067,1067,3
1197,conserved hypothetical protein,,Conserved Hypotheticals,MT1067,1135,4
1044,conserved hypothetical protein,,Conserved Hypotheticals,MT1074,1074,13
1051,conserved hypothetical protein,,Conserved Hypotheticals,MT1081,1081,8
1056,conserved hypothetical protein,,Conserved Hypotheticals,MT1085,1085,22
1057,conserved hypothetical protein,,Conserved Hypotheticals,MT1087,1087,23
1059,conserved hypothetical protein,,Conserved Hypotheticals,MT1089,1089,10
1061,conserved hypothetical protein,,Conserved Hypotheticals,MT1091,1091,14
1062,conserved hypothetical protein,,Conserved Hypotheticals,MT1092,1092,6
1063,conserved hypothetical protein,,Conserved Hypotheticals,MT1093,1093,15
1065,conserved hypothetical protein,,Conserved Hypotheticals,MT1095,1095,10
1066,conserved hypothetical protein,,Conserved Hypotheticals,MT1096,1096,4
1069,conserved hypothetical protein,,Conserved Hypotheticals,MT1099,1099,21
1073,conserved hypothetical protein,,Conserved Hypotheticals,MT1103,1103,19
1075,conserved hypothetical protein,,Conserved Hypotheticals,MT1105,1105,18
1078,MLPRAG (64.8% id) proline rich Ag,pra,Conserved Hypotheticals,MT1109,1109,18
1083,conserved hypothetical protein,,Conserved Hypotheticals,MT1114,1114,3
1084,conserved hypothetical protein,,Conserved Hypotheticals,MT1115,1115,26
1086,conserved hypothetical protein,,Conserved Hypotheticals,MT1118,1118,15
1099,conserved hypothetical protein,,Conserved Hypotheticals,MT1131,1131,13
1100,conserved hypothetical protein,,Conserved Hypotheticals,MT1132,1132,6
1102,conserved hypothetical protein,,Conserved Hypotheticals,MT1134,1134,8
1112,conserved hypothetical protein,,Conserved Hypotheticals,MT1143,1143,10
1114,conserved hypothetical protein,,Conserved Hypotheticals,MT1144,1144,3
1117,conserved hypothetical protein,,Conserved Hypotheticals,MT1149,1149,3
1120,conserved hypothetical protein,,Conserved Hypotheticals,MT1152,1152,4
1126,conserved hypothetical protein,,Conserved Hypotheticals,MT1158,1158,10
1130,conserved hypothetical protein,,Conserved Hypotheticals,MT1162,1162,27
1138,conserved hypothetical protein,,Conserved Hypotheticals,MT1171,1171,16
1139,conserved hypothetical protein,,Conserved Hypotheticals,MT1172,1172,9
1140,conserved hypothetical protein,,Conserved Hypotheticals,MT1173,1173,11
1157,conserved hypothetical protein,,Conserved Hypotheticals,MT1193,1193,8
1158,conserved hypothetical protein,,Conserved Hypotheticals,MT1194,1194,11
1165,conserved hypothetical protein,,Conserved Hypotheticals,MT1202,1202,15
1173,conserved hypothetical protein,,Conserved Hypotheticals,MT1210,1210,43
1176,conserved hypothetical protein,,Conserved Hypotheticals,MT1213,1213,24
1184,conserved hypothetical protein,,Conserved Hypotheticals,MT1221,1221,22
1190,conserved hypothetical protein,,Conserved Hypotheticals,MT1227,1227,9
1191,conserved hypothetical protein,,Conserved Hypotheticals,MT1228,1228,10
1194,conserved hypothetical protein,,Conserved Hypotheticals,MT1231,1231,18
1201,conserved hypothetical protein,,Conserved Hypotheticals,MT1239,1239,11
1204,conserved hypothetical protein,,Conserved Hypotheticals,MT1242,1242,16
1205,conserved hypothetical protein,,Conserved Hypotheticals,MT1243,1243,13
1208,conserved hypothetical protein,,Conserved Hypotheticals,MT1246,1246,14
1209,conserved hypothetical protein,,Conserved Hypotheticals,MT1247,1247,5
1211,conserved hypothetical protein,,Conserved Hypotheticals,MT1249,1249,5
1215,conserved hypothetical protein,,Conserved Hypotheticals,MT1253,1253,26
1216,conserved hypothetical protein,,Conserved Hypotheticals,MT1254,1254,19
1224,conserved hypothetical protein,,Conserved Hypotheticals,MT1262,1262,5
1225,conserved hypothetical protein,,Conserved Hypotheticals,MT1263,1263,6
1229,similar to MRP/NBP35 ATP-binding proteins,mrp,Conserved Hypotheticals,MT1267,1267,15
1241,conserved hypothetical protein,,Conserved Hypotheticals,MT1279,1279,2
1242,conserved hypothetical protein,,Conserved Hypotheticals,MT1280,1280,9
1246,conserved hypothetical protein,,Conserved Hypotheticals,MT1284,1284,9
1247,conserved hypothetical protein,,Conserved Hypotheticals,MT1285,1285,4
1261,conserved hypothetical protein,,Conserved Hypotheticals,MT1299,1299,11
1262,conserved hypothetical protein,,Conserved Hypotheticals,MT1300,1300,6
1269,conserved hypothetical protein,,Conserved Hypotheticals,MT1307,1307,8
1271,conserved hypothetical protein,,Conserved Hypotheticals,MT1309,1309,7
1284,conserved hypothetical protein,,Conserved Hypotheticals,MT1322,1322,6
1287,conserved hypothetical protein,,Conserved Hypotheticals,MT1325,1325,12
1288,conserved hypothetical protein,,Conserved Hypotheticals,MT1326,1326,33
1291,conserved hypothetical protein,,Conserved Hypotheticals,MT1329,1329,8
1301,conserved hypothetical protein,,Conserved Hypotheticals,MT1340,1340,10
1303,conserved hypothetical protein,,Conserved Hypotheticals,MT1343,1343,4
1312,conserved hypothetical protein,,Conserved Hypotheticals,MT1352,1352,10
1314,conserved hypothetical protein,,Conserved Hypotheticals,MT1354,1354,15
1321,conserved hypothetical protein,,Conserved Hypotheticals,MT1363,1363,12
1330,conserved hypothetical protein,,Conserved Hypotheticals,MT1372,1372,23
1331,conserved hypothetical protein,,Conserved Hypotheticals,MT1373,1373,5
1334,conserved hypothetical protein,,Conserved Hypotheticals,MT1376,1376,12
1335,conserved hypothetical protein,,Conserved Hypotheticals,MT1376.1,1376.1,5
1337,conserved hypothetical protein,,Conserved Hypotheticals,MT1378,1378,12
1339,conserved hypothetical protein,,Conserved Hypotheticals,MT1380,1380,19
1341,conserved hypothetical protein,,Conserved Hypotheticals,MT1382,1382,5
1343,conserved hypothetical protein,,Conserved Hypotheticals,MT1384,1384,12
1352,conserved hypothetical protein,,Conserved Hypotheticals,MT1395,1395,5
1354,conserved hypothetical protein,,Conserved Hypotheticals,MT1397,1397,44
1357,conserved hypothetical protein,,Conserved Hypotheticals,MT1400,1400,13
1362,conserved hypothetical protein,,Conserved Hypotheticals,MT1407,1407,14
1363,conserved hypothetical protein,,Conserved Hypotheticals,MT1408,1408,6
1365,conserved hypothetical protein,,Conserved Hypotheticals,MT1411,1411,5
1375,conserved hypothetical protein,,Conserved Hypotheticals,MT1419,1419,22
1376,conserved hypothetical protein,,Conserved Hypotheticals,MT1420,1420,16
1378,conserved hypothetical protein,,Conserved Hypotheticals,MT1422,1422,24
1397,conserved hypothetical protein,,Conserved Hypotheticals,MT1441,1441,6
1398,conserved hypothetical protein,,Conserved Hypotheticals,MT1442,1442,5
1421,conserved hypothetical protein,,Conserved Hypotheticals,MT1464,1464,20
1422,conserved hypothetical protein,,Conserved Hypotheticals,MT1465,1465,11
1425,conserved hypothetical protein,,Conserved Hypotheticals,MT1468,1468,29
1428,conserved hypothetical protein,,Conserved Hypotheticals,MT1471,1471,18
1429,conserved hypothetical protein,,Conserved Hypotheticals,MT1472,1472,22
1435,conserved hypothetical protein,,Conserved Hypotheticals,MT1479,1479,19
1453,conserved hypothetical protein,,Conserved Hypotheticals,MT1500,1500,13
1455,conserved hypothetical protein,,Conserved Hypotheticals,MT1502,1502,13
1459,conserved hypothetical protein,,Conserved Hypotheticals,MT1506,1506,26
1461,conserved hypothetical protein,,Conserved Hypotheticals,MT1508,1508,59
1462,conserved hypothetical protein,,Conserved Hypotheticals,MT1509,1509,14
1465,conserved hypothetical protein,,Conserved Hypotheticals,MT1512,1512,8
1466,conserved hypothetical protein,,Conserved Hypotheticals,MT1513,1513,1
