MTnum,Start,End,numofTAs
MT3625,3953945,3954466,8
MT3626,3954557,3955738,23
MT3627,3955747,3956193,6
MT3628,3956310,3956435,2
MT3629,3956624,3957334,36
MT3630,3957565,3957759,4
MT3631,3957767,3957961,3
MT3632,3958029,3959180,26
MT3633,3959183,3959962,17
MT3634,3959962,3961086,24
MT3636,3961485,3962702,22
MT3637,3962850,3964595,20
MT3638,3964697,3965725,9
MT3639,3965734,3966642,12
MT3640,3966656,3967438,8
MT3641,3967502,3969199,38
MT3642,3969204,3970061,13
MT3643,3970201,3971637,30
MT3644,3971644,3972801,18
MT3645,3972804,3973190,7
MT3646,3973190,3974122,14
MT3647,3974122,3975282,17
MT3648,3975270,3976304,17
MT3649,3976289,3977587,24
MT3650,3977699,3978871,5
MT3651,3978986,3979438,12
MT3652,3979527,3980474,8
MT3653,3980464,3981240,11
MT3653.1,3981240,3981341,4
MT3654,3981295,3982035,5
MT3655,3982038,3982913,16
MT3656,3982913,3983662,10
MT3657,3983748,3984827,10
MT3658,3984866,3986881,27
MT3659,3986975,3987840,12
MT3660,3987948,3989105,15
MT3661,3989173,3989772,16
MT3663,3990121,3991989,21
MT3664,3991790,3992575,8
MT3665,3992575,3993729,13
MT3666,3993798,3995297,14
MT3667,3995301,3996431,12
MT3668,3996437,3997387,10
MT3669,3997387,3998340,11
MT3670,3998340,3999502,17
MT3671,3999473,4000321,15
MT3671.1,4000309,4000572,3
MT3671.2,4000606,4000773,3
MT3672,4000861,4001421,8
MT3673,4001439,4002338,15
MT3674,4002338,4003210,14
MT3675,4003228,4004409,18
MT3676,4004556,4005629,12
MT3677,4005650,4006177,8
MT3678,4006219,4008351,24
MT3679,4008491,4009219,17
MT3680,4009231,4010442,20
MT3681,4010497,4011207,13
MT3682,4011128,4012264,27
MT3684,4012281,4013519,15
MT3685,4013567,4014325,9
MT3686,4014536,4015942,27
MT3687,4016010,4016486,4
MT3688,4016486,4017178,13
MT3689,4017198,4017683,8
MT3690,4017801,4018514,12
MT3691,4018583,4020022,21
MT3692,4020030,4021103,14
MT3693,4021110,4021925,16
MT3694,4022013,4022633,8
MT3695,4022632,4023543,15
MT3696,4023546,4025297,21
MT3697,4025411,4026181,16
MT3698,4026196,4026510,2
MT3699,4026533,4027846,18
MT3700,4027996,4028820,15
MT3701,4028873,4030180,15
MT3703,4030291,4032834,29
MT3704,4033114,4033449,5
MT3705,4033556,4035070,31
MT3706,4035174,4035989,13
MT3706.1,4035995,4036411,9
MT3707,4036414,4037340,13
MT3708,4037340,4038422,17
MT3709,4038435,4039625,14
MT3710,4039837,4040310,6
MT3711,4040313,4040876,7
MT3712.1,4040876,4041274,7
MT3712,4041270,4042085,9
MT3713,4042109,4042714,12
MT3714,4042733,4045012,34
MT3715,4045761,4046087,4
MT3716,4046385,4046936,8
MT3717,4047055,4047363,11
MT3718,4047440,4048615,18
MT3718.1,4048704,4048913,3
MT3718.2,4049728,4049886,1
MT3719,4049973,4050938,19
MT3720,4050938,4052122,22
MT3721,4052227,4052508,4
MT3722,4052538,4052831,3
MT3723,4052891,4054129,15
MT3724,4054142,4054438,4
MT3725,4054767,4055486,6
MT3726,4055497,4056102,11
MT3727,4056144,4057112,9
MT3728,4057094,4058164,11
MT3729,4058143,4059525,14
MT3730,4059663,4060148,10
MT3731,4060200,4061321,17
MT3732,4061415,4062707,24
MT3733,4062766,4063476,6
MT3734,4063476,4063817,7
MT3735,4064031,4064903,18
MT3736,4064910,4065875,21
MT3737,4065874,4067646,26
MT3739,4067992,4069221,17
MT3740,4069224,4069967,13
MT3741,4070127,4070690,9
MT3742,4070763,4071989,17
MT3743,4072168,4072800,10
MT3743.1,4072814,4073005,2
MT3744,4073170,4073301,1
MT3745,4073304,4073465,1
MT3746,4073491,4073589,6
MT3747,4073760,4074971,16
MT3748,4075048,4076694,25
MT3749,4076697,4079498,52
MT3750,4079854,4080429,9
MT3750.1,4080572,4080772,4
MT3751,4081022,4083334,33
MT3752,4083474,4083755,3
MT3753,4084082,4085116,14
MT3754,4085265,4085492,3
MT3755,4085637,4085879,2
MT3756,4086040,4086783,7
MT3756.1,4086922,4087227,3
MT3756.2,4087262,4087558,5
MT3756.3,4087585,4087710,3
MT3757,4087688,4088602,13
MT3758,4088399,4089196,10
MT3759,4089196,4090251,6
MT3760,4090356,4091138,7
MT3761,4091904,4092764,16
MT3762,4093125,4093253,1
MT3763,4093525,4094292,4
MT3764,4094292,4095935,25
MT3765,4095935,4096732,14
MT3766,4096791,4097714,17
MT3767,4097719,4099341,23
MT3767.1,4099427,4099780,5
MT3767.2,4099717,4099923,3
MT3767.3,4099916,4100035,3
MT3768,4100049,4102001,39
MT3769,4102043,4102738,9
MT3770,4102823,4103530,8
MT3771,4103603,4104583,16
MT3772,4104582,4105772,15
MT3773,4105781,4106599,10
MT3774,4106734,4107414,7
MT3775,4107417,4108202,11
MT3776,4108259,4108633,6
MT3777,4108735,4109406,2
MT3778,4109516,4110307,11
MT3779,4110317,4110769,8
MT3780,4110788,4110946,2
MT3781,4111031,4112050,15
MT3782,4112050,4113207,20
MT3783,4113456,4113809,7
MT3784,4114171,4116600,37
MT3785,4116672,4117628,11
MT3786,4117628,4118731,20
MT3787,4119553,4120980,19
MT3788,4121009,4121506,10
MT3789,4121581,4121946,5
MT3790,4122151,4122612,7
MT3791,4122612,4123964,33
MT3792,4123946,4124644,13
MT3793,4124629,4125771,16
MT3794,4125771,4126844,15
MT3795,4126875,4128299,18
MT3796,4128379,4129563,23
MT3797,4129583,4130389,5
MT3798,4130459,4132009,29
MT3799,4132062,4132496,9
MT3800,4132496,4132717,3
MT3801,4132747,4134273,35
MT3802,4134289,4134996,13
MT3803,4135005,4136189,13
MT3804,4136208,4137170,15
MT3805,4137170,4137751,7
MT3806,4137871,4139145,18
MT3807,4139145,4140440,13
MT3808,4140575,4141216,9
MT3808.1,4141348,4141734,4
MT3809,4141848,4142165,3
MT3810,4142287,4143294,15
MT3811,4143437,4144471,9
MT3812,4144475,4145737,14
MT3813,4145949,4147925,32
MT3814,4147997,4148983,15
MT3814.1,4148983,4149249,2
MT3815,4149294,4150532,11
MT3816,4150540,4151232,10
MT3817,4151247,4152269,13
MT3818,4152205,4152813,4
MT3819,4152828,4153226,4
MT3820,4153361,4154083,12
MT3821,4154131,4154571,5
MT3822,4154631,4156028,38
MT3823,4156028,4157308,32
MT3824,4157311,4159044,26
MT3825,4159137,4160441,31
MT3826,4160848,4161609,9
MT3827,4161858,4162478,18
MT3828,4162526,4163452,13
MT3829,4163733,4164923,16
MT3830,4165267,4167072,38
MT3831,4167167,4170379,32
MT3833,4170597,4172924,29
MT3835,4172995,4174032,20
MT3836,4174070,4175143,18
MT3837,4175246,4176301,16
MT3838,4176327,4176824,4
MT3839,4176841,4178202,18
MT3840,4178392,4178886,6
MT3841,4178946,4180004,23
MT3842,4180011,4181597,17
MT3844,4181600,4182829,28
MT3846,4182829,4182942,3
MT3847,4183033,4183140,4
MT3848,4183148,4184491,20
MT3849,4184494,4185165,9
MT3850,4185165,4185557,6
MT3851,4185706,4187685,31
MT3852,4187707,4188111,11
MT3853,4188201,4188410,2
MT3854,4188486,4188854,6
MT3855,4188867,4189808,25
MT3856,4189944,4190450,12
MT3857,4190521,4190910,5
MT3858,4191071,4191370,3
MT3859,4191562,4192017,2
MT3860,4192036,4192533,5
MT3861,4192667,4193635,14
MT3862,4193604,4194200,12
MT3863,4194209,4194925,16
MT3864,4194925,4195611,13
MT3865,4195602,4196702,17
MT3866,4196741,4197769,15
MT3867,4197799,4198149,6
MT3868,4198177,4199229,16
MT3869,4199311,4201212,32
MT3870,4201359,4201835,8
MT3871,4201897,4203414,17
MT3872,4203395,4204252,18
MT3873,4204605,4205291,15
MT3874,4205311,4206252,16
MT3875,4206382,4206738,12
MT3876,4206789,4207304,4
MT3876.1,4207394,4207522,2
MT3877,4207515,4208087,8
MT3878,4208196,4208375,2
MT3879,4208393,4208581,3
MT3880,4208719,4209042,2
MT3881,4209446,4210504,18
MT3882,4210556,4211137,7
MT3883,4211161,4211982,13
MT3884,4211997,4213241,24
MT3885,4213332,4214957,28
MT3886,4215006,4215989,13
MT3887,4216014,4217207,17
MT3888,4217297,4219294,47
MT3889,4219313,4219834,7
MT3890,4219841,4220659,14
MT3891,4220659,4221570,18
MT3892,4221570,4222409,11
MT3893,4222568,4224703,47
MT3894,4224690,4225910,23
MT3895,4225926,4226849,10
MT3896,4227093,4227575,6
MT3897,4227624,4228049,9
MT3898,4228086,4229474,27
MT3899,4229478,4230239,12
MT3899.1,4230245,4232515,41
MT3900,4232175,4235456,53
MT3901,4235545,4238826,55
MT3902,4238826,4242119,49
MT3903,4242301,4243314,23
MT3904,4243397,4245175,25
MT3905,4245315,4246646,16
MT3906,4246705,4248270,16
MT3907,4248270,4253468,58
MT3908,4253478,4255364,24
MT3909,4255680,4256687,24
MT3910,4256888,4257817,17
MT3911,4257967,4259031,16
MT3912,4259278,4261200,41
MT3913,4261250,4262155,18
MT3914,4262165,4262659,4
MT3915,4262691,4264601,29
MT3916,4264601,4265797,33
MT3917,4266061,4266912,13
MT3918,4267120,4268736,26
MT3919,4268766,4268909,2
MT3920,4268893,4270404,28
MT3921,4270407,4270556,3
MT3922,4270719,4271537,12
MT3923,4271555,4272337,11
MT3924,4272358,4273110,14
MT3925,4273117,4273893,14
MT3925.1,4273969,4274721,8
MT3926,4274771,4276318,32
MT3927,4276321,4276650,8
MT3928,4276744,4278147,44
MT3929,4278295,4279005,18
MT3930,4279043,4280254,39
MT3931,4280585,4283851,78
MT3932,4283964,4285496,47
MT3933,4285550,4291927,117
MT3934,4292134,4293885,50
MT3935,4293888,4295111,18
MT3936,4295111,4295719,8
MT3937,4295723,4297330,32
MT3938,4297381,4298007,10
MT3939,4298079,4298558,11
MT3940,4298561,4299145,9
MT3941,4299189,4299977,11
MT3942,4299980,4301236,23
MT3943,4301369,4302715,15
MT3944,4302735,4303133,6
MT3945,4303334,4304029,10
MT3946,4304029,4304991,13
MT3947,4305087,4305860,16
MT3948,4305940,4306299,8
MT3949,4306500,4307042,8
MT3950,4307063,4307890,13
MT3951,4307893,4308918,17
MT3952,4309146,4309247,3
MT3953,4309457,4309603,4
MT3954,4310010,4310219,4
MT3954.1,4310572,4311171,11
MT3955,4311097,4311585,3
MT3957,4311628,4312167,5
MT3958,4312148,4312360,3
MT3959,4312580,4312756,3
MT3960,4313027,4313647,14
MT3961,4313861,4314391,7
MT3962,4314384,4314485,3
MT3963,4314649,4315554,9
MT3964,4315822,4316217,9
MT3965,4316338,4316991,5
MT3966,4317006,4317287,2
MT3967,4317397,4317798,4
MT3968,4317818,4318288,4
MT3969,4318330,4319796,30
MT3970,4319872,4320519,11
MT3971,4320727,4321731,11
MT3972,4321743,4321937,3
MT3972.1,4322071,4322208,3
MT3973,4322365,4323828,14
MT3974,4323824,4328410,80
MT3974.1,4328422,4328802,11
MT3975,4329100,4330269,14
MT3976,4330497,4330844,7
MT3977,4331171,4332346,17
MT3978,4332592,4333797,18
MT3979,4333888,4334196,9
MT3980,4334196,4335640,20
MT3981,4335636,4337354,31
MT3982,4337361,4338800,29
MT3983,4338803,4341043,38
MT3984,4341043,4341156,0
MT3985,4341149,4342921,25
MT3986,4343025,4343360,5
MT3987,4343388,4344500,12
MT3988,4344596,4344895,5
MT3989,4344931,4345215,4
MT3990,4345332,4347329,25
MT3991,4347425,4348861,27
MT3992,4349014,4349853,5
MT3993,4349917,4352085,38
MT3994,4352129,4352254,2
MT3995,4352505,4352843,4
MT3996,4352849,4354228,23
MT3997,4354338,4355723,23
MT3998,4355723,4356955,16
MT3999,4357285,4359156,33
MT4000,4359214,4360479,22
MT4001,4360823,4362345,23
MT4002,4362459,4363865,28
MT4003,4363985,4365007,29
MT4004,4365104,4365931,19
MT4005,4366030,4366314,5
MT4006,4366353,4366673,9
MT4007,4366788,4367984,10
MT4008,4368066,4368296,2
MT4010,4368566,4372753,51
MT4011,4372757,4374241,13
MT4012,4374247,4375152,15
MT4013,4375305,4375946,8
MT4014,4375962,4376291,6
MT4016,4376456,4377685,20
MT4017,4377682,4378614,16
MT4018,4378674,4379120,14
MT4019,4379108,4379290,3
MT4020,4379674,4380201,26
MT4022,4380201,4382738,51
MT4023,4382746,4383015,3
MT4024,4383029,4383337,5
MT4025,4383406,4383912,10
MT4026,4383940,4385379,19
MT4026.1,4385394,4385603,2
MT4027,4385755,4386498,11
MT4028,4386449,4388902,40
MT4029,4388902,4392453,54
MT4030,4392491,4393078,9
MT4031,4393174,4393935,11
MT4032,4394032,4395036,18
MT4033,4395036,4395383,5
MT4034,4395496,4396713,24
MT4035,4396740,4397471,11
MT4035.1,4397514,4397798,8
MT4036,4397764,4398795,18
MT4037,4398795,4399937,20
MT4038,4399835,4400506,13
MT4039,4400641,4401201,3
MT4040,4401276,4402373,23
MT4040.1,4402360,4402719,12
MT4041,4402719,4403066,4
MT4041.1,4403093,4403233,2
MT4041.2,4403249,4403467,3
