Rv#,Product,Gene ,Sub-classification
462,probable dihydrolipoamide dehydrogenase,,SMM: Energy Metabolism-pyruvate dehydrogenase
463,conserved hypothetical protein,,Conserved Hypotheticals
464,conserved hypothetical protein,,Conserved Hypotheticals
465,transcriptional regulator (PbsX/Xre family),,SMM: Repressors/activators
466,conserved hypothetical protein,,Conserved Hypotheticals
467,isocitrate lyase,aceA,SMM: Energy Metabolism-Glyoxylate bypass
468,3-hydroxyacyl-CoA dehydrogenase,fadB2,SMM: Degradation of fatty acids
469,unknown mycolic acid methyltransferase,umaA1,SMM: Modification of fatty & mycolic acids
470,unknown mycolic acid methyltransferase,umaA2,SMM: Modification of fatty & mycolic acids
471,Hypothetical protein,,Unknowns
472,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
473,probable membrane protein,,MMM: Other membrane proteins
474,transcriptional regulator (PbsX/Xre family),,SMM: Repressors/activators
475,possible exported protein,,MMM: Other membrane proteins
476,unknown hydrophobic protein,,MMM: Other membrane proteins
477,possible membrane protein,,MMM: Other membrane proteins
478,deoxyribose-phosphate aldolase,deoC,SMM: Salvage of nucleotides and nucleosides
479,unknown hydrophobic protein,,MMM: Other membrane proteins
480,conserved hypothetical protein,,Conserved Hypotheticals
481,Hypothetical protein,,Unknowns
482,UDP-N-acetylenolpyruvoylplucosamine reductase,murB,MMM: Murein sacculus and peptidoglycan
483,conserved hypothetical protein,,Conserved Hypotheticals
484,oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
485,transcriptional regulator (ROK family),,SMM: Repressors/activators
486,conserved hypothetical protein,,Conserved Hypotheticals
487,conserved hypothetical protein,,Conserved Hypotheticals
488,probable membrane protein,,MMM: Other membrane proteins
489,phosphoglycerate mutase I,gpm,SMM: Energy metabolism-Glycolysis
490,sensor histidine kinase,senX3,SMM: Two component systems
491,two-component response regulator,regX3,SMM: Two component systems
492,gmc-type oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
493,conserved hypothetical protein,,Conserved Hypotheticals
494,transcriptional regulator (GntR family),,SMM: Repressors/activators
495,conserved hypothetical protein,,Conserved Hypotheticals
496,conserved hypothetical protein,,Conserved Hypotheticals
497,probable membrane protein,,MMM: Other membrane proteins
498,conserved hypothetical protein,,Conserved Hypotheticals
499,Hypothetical protein,,Unknowns
500,pyrroline-5-carboxylate reductase,proC,SMM: Amino acid synthesis-Glutamate family
501,UDP-glucose 4-epimerase,galE1,SMM: Degradation of Carbon compounds
502,conserved hypothetical protein,,Conserved Hypotheticals
503,cyclopropane mycolic acid synthase 2,cmaA2,SMM: Modification of fatty & mycolic acids
504,conserved hypothetical protein,,Conserved Hypotheticals
505,probable phosphoserine phosphatase,serB,SMM: Amino acid synthesis-Serine family
506,conserved small membrane protein,mmpS2,MMM: Conserved membrane proteins
507,conserved large membrane protein,mmpL2,MMM: Conserved membrane proteins
508,Hypothetical protein,,Unknowns
509,glutamyl-tRNA reductase,hemA,SMM: Biosyn of Heme and Porphyrin
510,porphobilinogen deaminase,hemC,SMM: Biosyn of Heme and Porphyrin
511,uroporphyrin-III c-methyltransferase,cysG,SMM: Amino acid synthesis-Serine family
512,[delta]-aminolevulinic acid dehydratase,hemB,SMM: Biosyn of Heme and Porphyrin
513,probable membrane protein,,MMM: Other membrane proteins
514,probable membrane protein,,MMM: Other membrane proteins
515,conserved hypothetical protein,,Conserved Hypotheticals
516,conserved hypothetical protein,,Conserved Hypotheticals
517,possible acyltransferase,,Other: Miscellaneous Transferases
518,Hypothetical protein,,Unknowns
519,conserved hypothetical protein,,Conserved Hypotheticals
520,similar to methyltransferases,,Other: Miscellaneous Transferases
521,Hypothetical protein,,Unknowns
522,probable 4-amino butyrate transporter,gabP,Cell Process: Transport/Binding: amino acids
523,conserved hypothetical protein,,Conserved Hypotheticals
524,glutamate-1-semialdehyde aminotransferase,hemL,SMM: Biosyn of Heme and Porphyrin
525,conserved hypothetical protein,,Conserved Hypotheticals
526,conserved hypothetical protein,,Conserved Hypotheticals
527,cytochrome c-type biogenesis protein,ccsA,SMM: Respiration- aerobic
528,probable membrane protein,,MMM: Other membrane proteins
529,cytochrome c-type biogenesis protein,ccsB,SMM: Respiration- aerobic
530,conserved hypothetical protein,,Conserved Hypotheticals
531,unknown membrane protein,,MMM: Other membrane proteins
532,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
533,[beta]-ketoacyl-ACP synthase III,fabH,SMM: Biosyn of fatty and mycolic acids
534,4-dihydroxy-2-naphthoate octaprenyltransferase,menA,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
535,phosphorylase from Pnp/MtaP family 2,pnp,SMM: Salvage of nucleotides and nucleosides
536,UDP-glucose 4-epimerase,galE2,SMM: Degradation of Carbon compounds
537,unknown possible membrane protein,,MMM: Other membrane proteins
538,possible transmembrane protein,,MMM: Other membrane proteins
539,probable glycosyltransferase,,Other: Miscellaneous Transferases
540,conserved hypothetical protein,,Conserved Hypotheticals
541,unknown membrane protein,,MMM: Other membrane proteins
542,o-succinylbenzoic acid-CoA ligase,menE,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
543,conserved hypothetical protein,,Conserved Hypotheticals
544,membrane protein,,MMM: Other membrane proteins
545,low-affinity inorganic phosphate transporter,pitA,Cell Process: Transport/Binding: Anions
546,conserved hypothetical protein,,Conserved Hypotheticals
547,putative oxidoreductase ,,SMM: Misc oxidoreductases and oxygenases
548,naphthoate synthase,menB,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
549,conserved hypothetical protein,,Conserved Hypotheticals
550,Hypothetical protein,,Unknowns
551,acyl-CoA synthase,fadD8,SMM: Degradation of fatty acids
552,putative transcriptional regulator,,SMM: Repressors/activators
553,o-succinylbenzoic acid-CoA synthase,menC,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
554,probable non-heme bromoperoxidase,bpoC,Cell Process: Detoxification
555,2-succinyl-6-hydroxy-2;4-cyclohexadiene-1-carboxylate,menD,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
556,probable membrane protein,,MMM: Other membrane proteins
557,conserved hypothetical protein,,Conserved Hypotheticals
558,uniquinone/menaquinone biosynthesis methyltransferase,ubiE,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
559,possible exported protein,,MMM: Other membrane proteins
560,methyl transferase,,Other: Miscellaneous Transferases
561,similar to squalane monooxygenase,,SMM: Misc oxidoreductases and oxygenases
562,heptaprenyl diphosphate synthase II,grcC1,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
563,probable (transmembrane) heat shock protein,htpX,Cell Process: Chaperones/Heat Shock
564,glycerol-3-phosphate dehydrogenase,gpdA1,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
565,probable monooxygenase,,SMM: Misc oxidoreductases and oxygenases
566,conserved hypothetical protein,,Conserved Hypotheticals
567,probable methyltransferase,,Other: Miscellaneous Transferases
568,similar to MTCY63.32c cytochrome P450,,Other: Cytochrome P450 enzymes
569,conserved hypothetical protein,,Conserved Hypotheticals
570,ribonucleotide reductase; class II,nrdZ,SMM: 2'-deoxyribonucleotide metabolism
571,conserved hypothetical protein,,Conserved Hypotheticals
572,Hypothetical protein,,Unknowns
573,conserved hypothetical protein,,Conserved Hypotheticals
574,conserved hypothetical protein,,Conserved Hypotheticals
575,possible oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
576,putative transcriptional regulator,,SMM: Repressors/activators
577,conserved hypothetical protein,,Conserved Hypotheticals
578,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
579,conserved hypothetical protein,,Conserved Hypotheticals
580,Hypothetical protein,,Unknowns
581,conserved hypothetical protein,,Conserved Hypotheticals
582,Hypothetical protein,,Unknowns
583,equivalent to MKU20446_1 MK35,lpqN,MMM: Cell membrane-Lipoproteins
584,Hypothetical protein,,Unknowns
585,probable membrane protein,,MMM: Other membrane proteins
586,transcriptional regulator (GntR family),,SMM: Repressors/activators
587,part of mce2 operon,,Other: Virulence
588,part of mce2 operon,,Other: Virulence
589,cell invasion protein,mce2,Other: Virulence
590,part of mce2 operon,,Other: Virulence
591,part of mce2 operon,,Other: Virulence
592,part of mce2 operon,,Other: Virulence
593,part of mce2 operon,lprL,MMM: Cell membrane-Lipoproteins
594,part of mce2 operon,,Other: Virulence
595,conserved hypothetical protein,,Conserved Hypotheticals
596,conserved hypothetical protein,,Conserved Hypotheticals
597,conserved hypothetical protein,,Conserved Hypotheticals
598,conserved hypothetical protein,,Conserved Hypotheticals
599,conserved hypothetical protein,,Conserved Hypotheticals
600,sensor histidine kinase,,SMM: Two component systems
601,sensor histidine kinase,,SMM: Two component systems
602,two-component response regulator,tcrA,SMM: Two component systems
603,Hypothetical protein,,Unknowns
604,lipoprotein,lpqO,MMM: Cell membrane-Lipoproteins
605,resolvase,,Other: IS elements: Others
606,transposase,,Other: IS elements: Others
607,Hypothetical protein,,Unknowns
608,conserved hypothetical protein,,Conserved Hypotheticals
609,conserved hypothetical protein,,Conserved Hypotheticals
610,possible monooxygenase,,SMM: Misc oxidoreductases and oxygenases
611,Hypothetical protein,,Unknowns
612,Hypothetical protein,,Unknowns
613,Hypothetical protein,,Unknowns
614,conserved hypothetical protein,,Conserved Hypotheticals
615,probable membrane protein,,MMM: Other membrane proteins
616,Hypothetical protein,,Unknowns
617,conserved hypothetical protein,,Conserved Hypotheticals
618,galactose-1-phosphate uridylyltransferase N-term,galT',SMM: Degradation of Carbon compounds
619,galactose-1-phosphate uridylyltransferase C-term,galT ,SMM: Degradation of Carbon compounds
620,galactokinase,galK,SMM: Degradation of Carbon compounds
621,membrane spanning ATP/GTP-binding protein,,MMM: Other membrane proteins
622,potential membrane spanning protein,,MMM: Other membrane proteins
623,conserved hypothetical protein,,Conserved Hypotheticals
624,conserved hypothetical protein,,Conserved Hypotheticals
625,probable integral membrane protein,,MMM: Other membrane proteins
626,conserved hypothetical protein,,Conserved Hypotheticals
627,conserved hypothetical protein,,Conserved Hypotheticals
628,conserved hypothetical protein,,Conserved Hypotheticals
629,exodeoxyribonuclease V,recD,MMM: DNA replication; repair; recombination and restriction/modification
630,exodeoxyribonuclease V,recB,MMM: DNA replication; repair; recombination and restriction/modification
631,exodeoxyribonuclease V,recC,MMM: DNA replication; repair; recombination and restriction/modification
632,enoyl-CoA hydratase/isomerase superfamily,echA3,SMM: Degradation of fatty acids
633,Hypothetical protein,,Unknowns
634,putative glyoxylase II,,Cell Process: Detoxification
635,conserved hypothetical protein,,Conserved Hypotheticals
636,Hypothetical protein,,Unknowns
637,conserved hypothetical protein,,Conserved Hypotheticals
638,SecE preprotein translocase,secE,Cell Process: Protein and peptide secretion
639,transcription antitermination protein,nusG,MMM:RNA synthesis; RNA modification and DNA transcription
640,50S ribosomal protein L11,rplK,MMM: Ribosomal protein synthesis and modification
641,50S ribosomal protein L1 ,rplA,MMM: Ribosomal protein synthesis and modification
642,methoxymycolic acid synthase 4,mmaA4,SMM: Modification of fatty & mycolic acids
643,methoxymycolic acid synthase 3,mmaA3,SMM: Modification of fatty & mycolic acids
644,methoxymycolic acid synthase 2,mmaA2,SMM: Modification of fatty & mycolic acids
645,methoxymycolic acid synthase 1,mmaA1,SMM: Modification of fatty & mycolic acids
646,probable hydrolase,lipG,MMM: Esterases and Lipases
647,conserved hypothetical protein,,Conserved Hypotheticals
648,conserved hypothetical protein,,Conserved Hypotheticals
649,malonyl CoA-[ACP] transacylase,fabD2,SMM: Biosyn of fatty and mycolic acids
650,transcriptional regulator (ROK family),,SMM: Repressors/activators
651,50S ribosomal protein L10,rplJ,MMM: Ribosomal protein synthesis and modification
652,50S ribosomal protein L7/L12,rplL,MMM: Ribosomal protein synthesis and modification
653,putative transcriptional regulator,,SMM: Repressors/activators
654,putatuve dioxygenase,,SMM: Misc oxidoreductases and oxygenases
655,ABC transporter,,MMM: Other membrane proteins
656,similar to beta dioxygenases,,SMM: Misc oxidoreductases and oxygenases
657,conserved hypothetical protein,,Conserved Hypotheticals
658,probable membrane protein,,MMM: Other membrane proteins
659,conserved hypothetical protein,,Conserved Hypotheticals
660,conserved hypothetical protein,,Conserved Hypotheticals
661,conserved hypothetical protein,,Conserved Hypotheticals
662,Hypothetical protein,,Unknowns
663,probable arylsulfatase,atsD,SMM: Intermediate Metabolism-of sulphur
664,Hypothetical protein,,Unknowns
665,conserved hypothetical protein,,Conserved Hypotheticals
666,Hypothetical protein,,Unknowns
667,[beta] subunit of RNA pol,ropB,MMM:RNA synthesis; RNA modification and DNA transcription
668,[beta]' subunit of RNA pol,rpoC,MMM:RNA synthesis; RNA modification and DNA transcription
669,conserved hypothetical protein,,Conserved Hypotheticals
670,endonuclease IV (apurinase),end,MMM: Degradation of DNA
671,probable esterase,lpqP,MMM: Cell membrane-Lipoproteins
672,acyl-CoA dehydrogenase (aka aidB),radE8,SMM: Degradation of fatty acids
673,enoyl-CoA hydratase/isomerase superfamily,echA4,SMM: Degradation of fatty acids
674,Hypothetical protein,,Unknowns
675,enoyl-CoA hydratase/isomerase superfamily,echA5,SMM: Degradation of fatty acids
676,conserved large membrane protein,mmpL5,MMM: Conserved membrane proteins
677,conserved small membrane protein,mmpS5,MMM: Conserved membrane proteins
678,Hypothetical protein,,Unknowns
679,probable membrane protein,,MMM: Other membrane proteins
680,probable membrane protein,,MMM: Other membrane proteins
681,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
682,30S ribosomal protein S12,rpsL,MMM: Ribosomal protein synthesis and modification
683,30S ribosomal protein S7,rpsG,MMM: Ribosomal protein synthesis and modification
684,elongation factor G,fusA ,MMM: Protein translation and modification
685,elongation factor EF-Tu,tuf,MMM: Protein translation and modification
686,probable membrane protein,,MMM: Other membrane proteins
687,putatuve dehydrogenase; SDR family,,SMM: Misc oxidoreductases and oxygenases
688,putatuve oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
689,Hypothetical protein,,Unknowns
690,Hypothetical protein,,Unknowns
691,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
