gene,length,class
2856,996,SMM: Biosyn of Riboflavin
2857,1773,Conserved Hypotheticals
2858,687,SMM: Repressors/activators
2859,1233,SMM: Degradation of fatty acids
2860,1203,Cell Process: Fatty acid transport
2861,1380,Other: IS elements: Others
2862,582,Other: IS elements: Others
2862.1,897,MMM:RNA synthesis; RNA modification and DNA transcription
2863,684,Conserved Hypotheticals
2864,975,Unknowns
2865,567,MMM: Cell membrane-Lipoproteins
2866,1689,Conserved Hypotheticals
2867,348,Conserved Hypotheticals
2867.1,630,Unknowns
2868,1650,Conserved Hypotheticals
2869,354,Conserved Hypotheticals
2870,1074,Unknowns
2871,468,Unknowns
2872,630,Unknowns
2873,192,Unknowns
2874,1155,Conserved Hypotheticals
2875,270,Unknowns
2876,312,Unknowns
2877,168,Other: IS elements: Others
2878,537,Conserved Hypotheticals
2879,1410,Other: IS elements: Others
2880,813,Cell Process: Protein and peptide secretion
2880.1,237,noRV
2880.2,327,noRV
2880.3,798,noRV
2881,885,noRV
2882,327,noRV
2882.1,375,noRV
2882.2,348,noRV
2883,342,Conserved Hypotheticals
2884,1017,Conserved Hypotheticals
2885,1293,Unknowns
2886,1128,Unknowns
2887,909,Unknowns
2888,711,Conserved Hypotheticals
2889,375,Unknowns
2890,2454,Conserved Hypotheticals
2891,945,Unknowns
2892,741,Conserved Hypotheticals
2893,891,Unknowns
2894,948,Unknowns
2895,117,noRV
2895.1,546,Conserved Hypotheticals
2896,747,Conserved Hypotheticals
2897,750,SMM: Degradation of fatty acids
2898,1083,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2899,1053,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2900,828,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2901,912,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
2902,1311,MMM: DNA replication; repair; recombination and restriction/modification
2903,951,Conserved Hypotheticals
2904,552,MMM: Ribosome modification and maturation
2905,2703,MMM: Protein translation and modification
2906,300,Conserved Hypotheticals
2907,1032,MMM:RNA synthesis; RNA modification and DNA transcription
2908,552,Conserved Hypotheticals
2909,546,Unknowns
2910,489,Unknowns
2911,1737,MMM: Aminoacyl tRNA synthases and their modification
2912,1593,Cell Process: Efflux proteins
2913,1218,SMM: Amino acid synthesis-Serine family
2914,1374,SMM: Biosyn of Cobalamin
2915,624,SMM: Biosyn of Cobalamin
2916,1833,noRV
2917,471,Conserved Hypotheticals
2918,1482,Conserved Hypotheticals
2919,1992,Other: PE family: PGRS subfamily
2921,1041,Unknowns
2922,1380,SMM: Biosyn of Thioredoxin; glytaredoxin and mycothiol
2923,1119,Cell Process: Transport/Binding: cations
2924,531,noRV
2925,777,SMM: Misc oxidoreductases and oxygenases
2926,1368,SMM: Misc oxidoreductases and oxygenases
2927,801,Conserved Hypotheticals
2928,1374,SMM: Amino acid synthesis-Glutamate family
2929,858,MMM: Degradation of Proteins; peptides and glycopeptides
2930,585,Conserved Hypotheticals
2931,195,noRV
2932,381,Conserved Hypotheticals
2933,1857,MMM: Murein sacculus and peptidoglycan
2934,711,Conserved Hypotheticals
2935,855,Unknowns
2936,1164,Conserved Hypotheticals
2937,1215,MMM: Other membrane proteins
2938,1200,Conserved Hypotheticals
2939,444,Conserved Hypotheticals
2940,663,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2941,192,noRV
2942,2088,MMM: Other membrane proteins
2943,582,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2944,393,Unknowns
2945,864,Cell Process: Transport/Binding: cations
2946,534,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2947,1095,Conserved Hypotheticals
2948,1050,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2949,558,MMM: Protein translation and modification
2950,114,noRV
2951,822,SMM: Pyrimidine ribonucleotide biosynthesis
2952,759,SMM: Two component systems
2953,1383,Other: IS elements: Others
2954,888,Other: IS elements: Others
2955,420,SMM: Repressors/activators
2956,1422,Other: Miscellaneous phosphatases; lyases and hydrolases
2957,816,MMM: Protein translation and modification
2958,864,MMM: Ribosomal protein synthesis and modification
2958.1,621,Unknowns
2959,1227,Other: PPE family of proteins
2960,144,noRV
2961,978,SMM: Misc oxidoreductases and oxygenases
2962,948,Other: IS elements: Phage related functions
2963,966,SMM: Iron Utilization
2964,1170,Conserved Hypotheticals
2965,1512,Conserved Hypotheticals
2966,426,Conserved Hypotheticals
2967,831,SMM: Respiration- anaerobic
2968,2340,SMM: Respiration- anaerobic
2969,306,Unknowns
2970,795,MMM: Degradation of RNA
2971,885,Cell Process: Protein and peptide secretion
2972,342,MMM: Ribosomal protein synthesis and modification
2973,945,MMM: Cell membrane-Lipoproteins
2974,693,MMM: Aminoacyl tRNA synthases and their modification
2975,531,MMM: Ribosome modification and maturation
2976,243,Conserved Hypotheticals
2977,489,MMM: Ribosomal protein synthesis and modification
2978,444,Conserved Hypotheticals
2979,876,MMM: Murein sacculus and peptidoglycan
2980,588,SMM: Repressors/activators
2981,1836,SMM: Degradation of Amino acids and amines
2982,1812,SMM: Ser/Thr protein kinases and phosphoprotein phosphatases
2983,1056,Conserved Hypotheticals
2984,1578,Cell Process: Protein and peptide secretion
2985,1809,Conserved Hypotheticals
2986,2427,SMM: Amino acid synthesis-Glutamate family
2987,339,SMM: Repressors/activators
2988,1434,Cell Process: Transport/Binding: cations
2988.1,96,noRV
2989,1269,Cell Process: Cell division
2990,3618,Cell Process: Cell division
2991,282,noRV
2992,414,Conserved Hypotheticals
2993,147,noRV
2994,870,MMM: DNA replication; repair; recombination and restriction/modification
2995,723,MMM: Degradation of RNA
2996,588,Unknowns
2997,744,Conserved Hypotheticals
2998,792,SMM: Polyketide and non-ribosomal peptide synthesis
2998.1,312,Unknowns
2999,1752,SMM: Degradation of fatty acids
3000,5631,SMM: Polyketide and non-ribosomal peptide synthesis
3002,4617,SMM: Polyketide and non-ribosomal peptide synthesis
3003,6567,SMM: Polyketide and non-ribosomal peptide synthesis
3004,5484,SMM: Polyketide and non-ribosomal peptide synthesis
3005,4467,SMM: Polyketide and non-ribosomal peptide synthesis
3006,996,Cell Process: Efflux proteins
3007,870,Cell Process: Efflux proteins
3008,831,Cell Process: Efflux proteins
3009,1269,SMM: Polyketide and non-ribosomal peptide synthesis
3010,6336,SMM: Polyketide and non-ribosomal peptide synthesis
3011,1743,SMM: Degradation of fatty acids
3012,2763,MMM: Conserved membrane proteins
3013,216,noRV
3014,171,noRV
3015,1242,Other: IS elements: Others
3016,717,Other: IS elements: Others
3017,702,MMM: Cell membrane-Lipoproteins
3018,4863,SMM: Polyketide and non-ribosomal peptide synthesis
3021.1,1491,SMM: Degradation of fatty acids
3021,2118,SMM: Polyketide and non-ribosomal peptide synthesis
3022,639,Unknowns
3023,1749,SMM: Degradation of fatty acids
3024,318,noRV
3025,1146,SMM: Misc oxidoreductases and oxygenases
3026,813,Other: Miscellaneous Transferases
3027,1257,Conserved Hypotheticals
3028,600,Unknowns
3029,975,Conserved Hypotheticals
3030,732,Conserved Hypotheticals
3031,771,Other: Miscellaneous Transferases
3032,141,noRV
3033,207,noRV
3034,1287,Other: Miscellaneous Transferases
3035,738,Other: Miscellaneous Transferases
3036,351,Unknowns
3037,414,Conserved Hypotheticals
3038,1350,Other: Miscellaneous Transferases
3039,1221,MMM: Other membrane proteins
3041,933,SMM: Purine ribonucleotide biosynthesis
3041.1,519,noRV
3042,243,noRV
3043,486,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3044,567,Conserved Hypotheticals
3045,3384,SMM: Energy Metabolism-TCA cycle
3046,633,MMM: Other membrane proteins
3047,786,MMM: Other membrane proteins
3048,930,MMM: Esterases and Lipases
3049,849,SMM: Misc oxidoreductases and oxygenases
3050,714,Unknowns
3051,2214,MMM: DNA replication; repair; recombination and restriction/modification
3052,1413,Conserved Hypotheticals
3052.1,279,Conserved Hypotheticals
3052.2,195,noRV
3053,684,MMM: DNA replication; repair; recombination and restriction/modification
3055,1002,SMM: Biosyn of Thiamine
3056,1380,Other: IS elements: Others
3057,585,Other: IS elements: Others
3058,645,Unknowns
3058.1,177,noRV
3058.2,177,noRV
3059,1122,MMM: Murein sacculus and peptidoglycan
3060,1005,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
3061,645,Conserved Hypotheticals
3062,2226,SMM: Degradation of phosphorous compounds
3063,954,MMM: DNA replication; repair; recombination and restriction/modification
3064,645,MMM: Nucleoproteins
3065,597,SMM: Amino acid synthesis-Branched aa
3066,1422,SMM: Amino acid synthesis-Branched aa
3067,804,SMM: Repressors/activators
3068,861,Unknowns
3069,492,Conserved Hypotheticals
3070,1473,MMM: Aminoacyl tRNA synthases and their modification
3071,720,Conserved Hypotheticals
3072,1338,Cell Process: Efflux proteins
3073,1011,SMM: Amino acid synthesis-Branched aa
3074,1587,SMM: Amino acid synthesis-Serine family
3075,1443,SMM: Misc oxidoreductases and oxygenases
3076,561,Unknowns
3077,303,noRV
3078,990,MMM: Cell membrane-Lipoproteins
3080,660,Conserved Hypotheticals
3080.1,219,noRV
3081,1014,SMM: Amino acid synthesis-Branched aa
3082,507,SMM: Amino acid synthesis-Branched aa
3083,1857,SMM: Amino acid synthesis-Branched aa
3084,636,Unknowns
3085,840,Conserved Hypotheticals
3086,1122,MMM: Cell membrane-Lipoproteins
3087,711,Unknowns
3088,624,Unknowns
3089,1530,MMM: Aminoacyl tRNA synthases and their modification
3090,1032,SMM: Energy metabolism-Glycolysis
3091,1485,MMM: Aminoacyl tRNA synthases and their modification
3092,300,MMM: Aminoacyl tRNA synthases and their modification
3093,723,Conserved Hypotheticals
3094,2040,MMM: DNA replication; repair; recombination and restriction/modification
3095,1014,Conserved Hypotheticals
3096,630,MMM: Cell membrane-Lipoproteins
3097,366,Conserved Hypotheticals
3098,408,noRV
3099,327,noRV
3100,885,noRV
3101,933,Other: PPE family of proteins
3102,93,noRV
3103,177,noRV
3104,291,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3105,309,Other: PE family: PE subfamily
3106,1308,Other: PPE family of proteins
3106.1,414,Other: PPE family of proteins
3107,1248,noRV
3108,1104,Conserved Hypotheticals
3109,1182,Other: Miscellaneous Transferases
3110,915,Other: Miscellaneous Transferases
3111,846,Unknowns
3112,957,SMM: Respiration-Electron Transport
3113,801,SMM: Respiration-Electron Transport
3114,825,Conserved Hypotheticals
3115,1581,Conserved Hypotheticals
3116,1245,Conserved Hypotheticals
3117,390,noRV
3118,549,Unknowns
3119,789,Conserved Hypotheticals
3120,1083,Unknowns
3121,684,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
3122,1077,Unknowns
3123,984,Unknowns
3124,765,SMM: Degradation of fatty acids
3125,867,Unknowns
3126,864,MMM: Other membrane proteins
3127,1230,SMM: Amino acid synthesis-Serine family
3128,1722,SMM: Respiration- aerobic
3129,984,Cell Process: Transport/Binding: cations
3130,1041,SMM: Misc oxidoreductases and oxygenases
3131,375,Conserved Hypotheticals
3131.1,159,noRV
3132,285,Unknowns
3133,975,SMM: 2'-deoxyribonucleotide metabolism
3134,1575,SMM: Misc oxidoreductases and oxygenases
3135,141,noRV
3136,741,SMM: Repressors/activators
3137,2178,SMM: 2'-deoxyribonucleotide metabolism
3138,453,SMM: 2'-deoxyribonucleotide metabolism
3139,240,SMM: 2'-deoxyribonucleotide metabolism
3139.1,405,noRV
3140,585,Conserved Hypotheticals
3141,831,SMM: Repressors/activators
3142,1041,MMM: DNA replication; repair; recombination and restriction/modification
3143,864,SMM: Misc oxidoreductases and oxygenases
3144,714,SMM: Repressors/activators
3145,1479,Other: Cytochrome P450 enzymes
3145.1,129,noRV
3146,1533,SMM: Repressors/activators
3147,2166,SMM: Degradation of fatty acids
3148,1524,MMM: DNA replication; repair; recombination and restriction/modification
3149,2277,Cell Process: Adaptations and atypical conditions
3149.1,183,noRV
3150,426,Conserved Hypotheticals
3150.1,324,Cell Process: Efflux proteins
3151,609,SMM: Repressors/activators
3152,411,Conserved Hypotheticals
3153,1644,SMM: Degradation of Carbon compounds
3153.1,399,MMM: Other membrane proteins
3154,381,MMM: Other membrane proteins
3155,1125,Unknowns
3156,99,noRV
3157,516,SMM: Misc oxidoreductases and oxygenases
3158,357,Conserved Hypotheticals
3159,1275,Conserved Hypotheticals
3160,924,Conserved Hypotheticals
3161,477,Conserved Hypotheticals
3162,1812,SMM: Intermediate Metabolism-of sulphur
3163,402,MMM: Other membrane proteins
3164,828,SMM: Misc oxidoreductases and oxygenases
3165,3333,SMM: Ser/Thr protein kinases and phosphoprotein phosphatases
3166,1311,Unknowns
3167,1059,SMM: Repressors/activators
3168,1488,SMM: Misc oxidoreductases and oxygenases
3169,927,MMM: Esterases and Lipases
3170,831,SMM: Misc oxidoreductases and oxygenases
3171,1107,SMM: Misc oxidoreductases and oxygenases
3172,1422,Conserved Hypotheticals
3173,1425,Conserved Hypotheticals
3174,1512,SMM: Degradation of fatty acids
3174.1,108,noRV
3174.2,303,noRV
3175,888,Unknowns
3176,1692,Unknowns
3176.1,921,MMM: Other membrane proteins
3177,1010,Unknowns
3178,1188,Conserved Hypotheticals
3179,477,SMM: Repressors/activators
3180,1140,Unknowns
3181,1314,Other: PE family: PE subfamily
3182,744,Unknowns
3183,852,Unknowns
3184,483,Other: Virulence
3185,894,Cell Process: Cell division
3186,690,Cell Process: Cell division
3186.1,477,Unknowns
3187,927,Conserved Hypotheticals
3188,1116,MMM: Protein translation and modification
3189,1371,SMM: Respiration-Electron Transport
3190,1584,SMM: Misc oxidoreductases and oxygenases
3191,510,Unknowns
3192,1107,SMM: Biosyn of Molybdopterin
3193,429,SMM: Biosyn of Molybdopterin
3194,513,SMM: Biosyn of Molybdopterin
3194.1,252,SMM: Biosyn of Molybdopterin
3195,669,Unknowns
3196,564,Unknowns
3197,1311,Other: IS elements: IS1086
3198,1170,SMM: Biosyn of Molybdopterin
3199,834,SMM: Amino acid synthesis-Serine family
3200,303,SMM: Intermediate Metabolism-of sulphur
3201,444,SMM: Biosyn of Molybdopterin
3202,603,Other: Miscellaneous Transferases
3203,1203,Other: Cytochrome P450 enzymes
3204,234,noRV
3205,471,Unknowns
3206,480,Unknowns
3207,141,noRV
3208,936,SMM: Repressors/activators
3209,1176,Other: PPE family of proteins
3210,165,noRV
3211,315,Unknowns
3212,1047,Conserved Hypotheticals
3214,1275,Conserved Hypotheticals
3215,333,Conserved Hypotheticals
3216,1392,Conserved Hypotheticals
3217,1035,Conserved Hypotheticals
3218,1737,SMM: Two component systems
3219,654,SMM: Two component systems
3220,807,Conserved Hypotheticals
3220.1,276,noRV
3220.2,246,Other: PPE family of proteins
3221,1143,Other: PPE family of proteins
3222,333,noRV
3223,96,noRV
3224,783,Other: Miscellaneous phosphatases; lyases and hydrolases
3225,1089,SMM: Misc oxidoreductases and oxygenases
3226,1407,SMM: Degradation of fatty acids
3227,1206,SMM: Degradation of fatty acids
3228,972,SMM: Degradation of fatty acids
3229,528,Unknowns
3230,402,SMM: Two component systems
3231,1230,Other: PPE family of proteins
3233,387,SMM: Respiration- aerobic
3234,555,SMM: Respiration- aerobic
3235,633,SMM: Respiration- aerobic
3236,1197,SMM: Respiration- aerobic
3237,759,SMM: Respiration- aerobic
3238,1338,SMM: Respiration- aerobic
3239,2376,SMM: Respiration- aerobic
3240,1233,SMM: Respiration- aerobic
3241,636,SMM: Respiration- aerobic
3242,789,SMM: Respiration- aerobic
3243,300,SMM: Respiration- aerobic
3244,1902,SMM: Respiration- aerobic
3245,1665,SMM: Respiration- aerobic
3246,1596,SMM: Respiration- aerobic
3247,1812,Other: PPE family of proteins
3248,2061,noRV
3249,678,SMM: Repressors/activators
3250,1149,SMM: Misc oxidoreductases and oxygenases
3251,438,Cell Process: Transport/Binding: cations
3252,1272,MMM: Other membrane proteins
3253,963,SMM: Repressors/activators
3254,483,Unknowns
3255,966,Conserved Hypotheticals
3256,690,SMM: Repressors/activators
3257,1137,Conserved Hypotheticals
3258,1254,Conserved Hypotheticals
3259,1365,SMM: Misc oxidoreductases and oxygenases
3260,972,Cell Process: Detoxification
3261,483,Unknowns
3262,603,SMM: Repressors/activators
3263,708,SMM: Misc oxidoreductases and oxygenases
3264,1482,Other: Miscellaneous phosphatases; lyases and hydrolases
3265,1020,MMM: Esterases and Lipases
3266,903,Cell Process: Detoxification
3267,516,Conserved Hypotheticals
3268,180,noRV
3269,294,noRV
3270,1365,Conserved Hypotheticals
3270.1,414,noRV
3271,435,Unknowns
3272,453,Conserved Hypotheticals
3273,135,noRV
3274,285,Conserved Hypotheticals
3275,330,SMM: Repressors/activators
3275.1,162,noRV
3276,348,noRV
3277,621,Conserved Hypotheticals
3278,1266,Unknowns
3279,210,noRV
3280,186,noRV
3281,1035,Other: IS elements: Others
3282,171,noRV
3283,465,Unknowns
3284,168,noRV
3285,2979,MMM: Other membrane proteins
3286,999,Conserved Hypotheticals
3287,1419,Conserved Hypotheticals
3288,900,Unknowns
3289,201,noRV
3290,1344,MMM: Other membrane proteins
3290.1,291,noRV
3290.2,123,noRV
3291,2103,MMM: DNA replication; repair; recombination and restriction/modification
3292,255,noRV
3293,1161,Conserved Hypotheticals
3294,1068,MMM: Other membrane proteins
3295,3306,MMM: DNA replication; repair; recombination and restriction/modification
3296,3168,MMM: DNA replication; repair; recombination and restriction/modification
3297,219,noRV
3298,786,MMM: Esterases and Lipases
3299,306,Other: Miscellaneous Transferases
3300,879,Unknowns
3301,1179,SMM: Biosyn of Molybdopterin
3302,1029,Unknowns
3303,687,SMM: Repressors/activators
3304,294,noRV
3305,564,Conserved Hypotheticals
3306,696,Unknowns
3307,1584,MMM:RNA synthesis; RNA modification and DNA transcription
3308,1224,Unknowns
3309,801,Cell Process: Cell division
3310,687,SMM: Iron Utilization
3311,1119,SMM: Iron Utilization
3312,333,Other: Miscellaneous Transferases
3313,453,MMM: Other membrane proteins
3314,966,Conserved Hypotheticals
3315,255,SMM: Repressors/activators
3316,1506,SMM: Two component systems
3317,240,SMM: Biosyn of fatty and mycolic acids
3318,306,noRV
3319,552,Conserved Hypotheticals
3320,855,MMM:RNA synthesis; RNA modification and DNA transcription
3321,849,SMM: Misc oxidoreductases and oxygenases
3322,228,noRV
3323,1425,Other: Antibiotic production and resistance
3323.1,759,Conserved Hypotheticals
3324,1353,SMM: Amino acid synthesis-Aromatic
3325,993,Conserved Hypotheticals
3326,1284,SMM: Modification of fatty & mycolic acids
3327,1143,SMM: Misc oxidoreductases and oxygenases
3328,510,Unknowns
3329,888,MMM:RNA synthesis; RNA modification and DNA transcription
3330,603,Conserved Hypotheticals
3331,816,Conserved Hypotheticals
3332,642,Unknowns
3333,1158,Cell Process: Transport/Binding: cations
3334,483,Cell Process: Transport/Binding: cations
3335,735,MMM: Other membrane proteins
3337,3198,MMM: Other membrane proteins
3338,2850,Cell Process: Protein and peptide secretion
3339,660,MMM: Ribosomal protein synthesis and modification
3340,726,Conserved Hypotheticals
3341,861,Unknowns
3342,1764,MMM: Cell membrane-Lipoproteins
3343,1704,SMM: Two component systems
3344,708,SMM: Two component systems
3345,645,SMM: 2'-deoxyribonucleotide metabolism
3346,1488,SMM: Intermediate Metabolism-of sulphur
3347,693,SMM: Repressors/activators
3348,183,SMM: Respiration-Electron Transport
3349,171,SMM: Respiration-Electron Transport
3350,1251,SMM: Misc oxidoreductases and oxygenases
3351,1488,Cell Process: Transport/Binding: amino acids
3352,1425,SMM: Misc oxidoreductases and oxygenases
3353,1227,SMM: Degradation of Carbon compounds
3354,1041,Unknowns
3355,1398,SMM: Degradation of Carbon compounds
3356,492,Unknowns
3357,528,Unknowns
3358,372,SMM: Repressors/activators
3359,996,Conserved Hypotheticals
3361,1347,Conserved Hypotheticals
3362,135,noRV
3363,1662,MMM: DNA replication; repair; recombination and restriction/modification
3364,1080,SMM: Intermediate Metabolism-sugar nucleotides
3365,906,SMM: Intermediate Metabolism-sugar nucleotides
3366,915,SMM: Intermediate Metabolism-sugar nucleotides
3367,1494,Conserved Hypotheticals
3368,690,Unknowns
3369,438,Cell Process: Chaperones/Heat Shock
3370,2157,Cell Process: Transport/Binding: cations
3371,669,Unknowns
3372,1185,Conserved Hypotheticals
3373,2295,Other: Miscellaneous phosphatases; lyases and hydrolases
3374,1170,SMM: Degradation of fatty acids
3375,525,SMM: Purine ribonucleotide biosynthesis
3376,1290,SMM: Purine ribonucleotide biosynthesis
3377,771,Conserved Hypotheticals
3377.1,291,Conserved Hypotheticals
3378,135,noRV
3379,801,SMM: Biosynthesis of Biotin
3379.1,1647,SMM: Biosyn of fatty and mycolic acids
3380,429,Conserved Hypotheticals
3381,669,Conserved Hypotheticals
3382,894,SMM: Intermediate Metabolism-of sulphur
3383,432,Conserved Hypotheticals
3384,1803,SMM: Biosyn of fatty and mycolic acids
3385,786,MMM:RNA synthesis; RNA modification and DNA transcription
3386,438,MMM:RNA synthesis; RNA modification and DNA transcription
3387,414,Conserved Hypotheticals
3388,378,Unknowns
3389,1350,Other: Antibiotic production and resistance
3390,453,SMM: Repressors/activators
3391,1248,Conserved Hypotheticals
3392,1485,SMM: Misc oxidoreductases and oxygenases
3393,810,Unknowns
3394,666,SMM: Repressors/activators
3395,4542,MMM: DNA replication; repair; recombination and restriction/modification
3396,768,MMM: DNA replication; repair; recombination and restriction/modification
3397,915,MMM: Cell membrane-Lipoproteins
3398,2979,SMM: Intermediate Metabolism-of sulphur
3399,918,SMM: Biosyn of Riboflavin
3400,666,Cell Process: Transport/Binding: Anions
3401,1758,SMM: Respiration- aerobic
3402,1416,SMM: Energy Metabolism-pyruvate dehydrogenase
3403,639,Conserved Hypotheticals
3404,1170,MMM: Degradation of Proteins; peptides and glycopeptides
3405,1185,MMM: Degradation of Proteins; peptides and glycopeptides
3406,807,SMM: Salvage of nucleotides and nucleosides
3407,1605,SMM: Degradation of Carbon compounds
3408,624,SMM: Salvage of nucleotides and nucleosides
3409,900,Other: Miscellaneous phosphatases; lyases and hydrolases
3410,1296,Conserved Hypotheticals
3411,933,Conserved Hypotheticals
3412,171,noRV
3413,345,noRV
3414,1097,SMM: Salvage of nucleotides and nucleosides
3415,1284,SMM: Salvage of nucleotides and nucleosides
3416,402,SMM: Salvage of nucleotides and nucleosides
3417,339,SMM: Energy Metabolism-TCA cycle
3418,435,SMM: Energy Metabolism-TCA cycle
3419,1773,SMM: Energy Metabolism-TCA cycle
3420,792,SMM: Energy Metabolism-TCA cycle
3421,429,Conserved Hypotheticals
3422,243,Conserved Hypotheticals
3423,615,noRV
3424,666,SMM: Biosyn of Molybdopterin
3425,555,noRV
3426,375,SMM: Energy Metabolism-Glyoxylate bypass
3427,1188,SMM: Biosyn of Molybdopterin
3427.1,117,noRV
3428,1146,noRV
3429,519,noRV
3430,1791,Other: IS elements: Others
3431,849,MMM:RNA synthesis; RNA modification and DNA transcription
3432,1401,Other: Miscellaneous Transferases
3433,1218,MMM: Murein sacculus and peptidoglycan
3434,1503,Cell Process: Transport/Binding: carbohydrates; organic acids and alcohols
3435,1041,MMM: Murein sacculus and peptidoglycan
3436,108,noRV
3437,798,Unknowns
3437.1,480,noRV
3438,441,SMM: Repressors/activators
3439,870,Conserved Hypotheticals
3440,1011,MMM: Aminoacyl tRNA synthases and their modification
3441,747,Conserved Hypotheticals
3442,1230,SMM: Energy Metabolism-TCA cycle
3443,1350,SMM: Amino acid synthesis-Aspartate family
3444,1140,SMM: Amino acid synthesis-Aspartate family
3445,711,Conserved Hypotheticals
3447,2288,Other: PPE family of proteins
3448,1017,Other: PE family: PGRS subfamily
3449,4524,Other: PE family: PGRS subfamily
3449.1,120,noRV
3449.2,96,noRV
3450,258,Conserved Hypotheticals
3453,9501,Other: PPE family of proteins
3454,492,noRV
3455,492,Other: IS elements: Others
3456,741,Other: IS elements: Others
3456.1,1131,noRV
3458,11356,Other: PPE family of proteins
3459,795,Conserved Hypotheticals
3460,372,SMM: Misc oxidoreductases and oxygenases
3461,345,Conserved Hypotheticals
3462,390,Conserved Hypotheticals
3463,294,Conserved Hypotheticals
3464,834,SMM: Biosyn of Folic acid
3465,276,Conserved Hypotheticals
3466,258,Unknowns
3467,1191,SMM: Misc oxidoreductases and oxygenases
3468,369,MMM: Other membrane proteins
3469,552,Conserved Hypotheticals
3470,582,Unknowns
3471,369,Unknowns
3472,393,Unknowns
3474,2631,Conserved Hypotheticals
3475,465,MMM:RNA synthesis; RNA modification and DNA transcription
3476,1887,Other: PE family: PGRS subfamily
3477,645,Conserved Hypotheticals
3478,435,Conserved Hypotheticals
3480,3297,MMM: DNA replication; repair; recombination and restriction/modification
3481,1341,Conserved Hypotheticals
3482,1176,Cell Process: Adaptations and atypical conditions
3483,162,noRV
3484,891,SMM: Degradation of fatty acids
3485,1428,Other: Miscellaneous phosphatases; lyases and hydrolases
3486,654,Conserved Hypotheticals
3487,1506,Other: Cyclases
3488,891,Unknowns
3489,1837,Other: Miscellaneous Transferases
3490,990,MMM: Murein sacculus and peptidoglycan
3491,1065,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3491.1,129,noRV
3492,396,Conserved Hypotheticals
3493,309,Conserved Hypotheticals
3494,705,Other: IS elements: Others
3494.1,678,Other: IS elements: Others
3495,2328,Other: PE family: PGRS subfamily
3496,873,SMM: Misc oxidoreductases and oxygenases
3497,711,MMM: Cell membrane-Lipoproteins
3498,1953,SMM: Modification of fatty & mycolic acids
3499,864,SMM: Modification of fatty & mycolic acids
3500,927,SMM: Salvage of nucleotides and nucleosides
3501,1479,Unknowns
3502,684,Unknowns
3503,642,noRV
3504,1578,SMM: Purine ribonucleotide biosynthesis
3505,909,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3506,1080,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
3507,1047,Conserved Hypotheticals
3508,789,SMM: Intermediate Metabolism-sugar nucleotides
3509,2361,Conserved Hypotheticals
3510,1239,MMM: Other membrane proteins
3510.1,96,noRV
3511,1602,Unknowns
3512,705,Unknowns
3513,567,SMM: Repressors/activators
3514,888,SMM: Misc oxidoreductases and oxygenases
3515,300,Conserved Hypotheticals
3516,402,Conserved Hypotheticals
3517,1737,SMM: Degradation of fatty acids
3518,1128,SMM: Purine ribonucleotide biosynthesis
3519,1590,SMM: Purine ribonucleotide biosynthesis
3520,111,noRV
3521,411,Conserved Hypotheticals
3522,900,Unknowns
3523,675,MMM:RNA synthesis; RNA modification and DNA transcription
3524,828,Conserved Hypotheticals
3525,309,SMM: Repressors/activators
3526,1620,Cell Process: Chaperones/Heat Shock
3527,303,Cell Process: Chaperones/Heat Shock
3528,1035,MMM: Degradation of Proteins; peptides and glycopeptides
3529,477,MMM: Ribosomal protein synthesis and modification
3530,627,Conserved Hypotheticals
3531,507,Conserved Hypotheticals
3532,1227,SMM: Amino acid synthesis-Pyruvate family
3532.1,231,noRV
3532.2,363,Unknowns
3533,537,Other: PPE family of proteins
3534,1164,Other: IS elements: Others
3535,156,noRV
3536,108,noRV
3537,846,Other: IS elements: Others
3538,1383,SMM: Intermediate Metabolism-General
3539,1422,Conserved Hypotheticals
3540,714,Conserved Hypotheticals
3541,939,Conserved Hypotheticals
3542,1875,SMM: Intermediate Metabolism-Amino sugars
3542.1,477,Unknowns
3543,843,Conserved Hypotheticals
3544,1404,Conserved Hypotheticals
3545,312,Unknowns
3546,1347,SMM: Degradation of Carbon compounds
3547,456,MMM: Ribosomal protein synthesis and modification
3548,444,MMM: Ribosomal protein synthesis and modification
3549,303,Conserved Hypotheticals
3550,408,Unknowns
3551,1215,Unknowns
3553,3603,MMM: Other membrane proteins
3554,1404,MMM: Other membrane proteins
3555,1368,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
